date,row,commit,comparedTo,packages added,packages removed,dependency added,dependency removed,class moved,number of packages added,number of packages removed,number of dependencies added,number of dependencies removed,number of moved classes,number of packages,number of dependencies,MTO,A0,A2A,A2A Copy,gap,issueId,prNumber
2014-12-16,2665,4174fab76ac25851b30ebb25f5696eb7936e93b3,a8e661bacaa5a6b66f676b3a6657c99c0bade3a0,"[]","[]","[]","[]","[]",0,0,0,0,0,83,432,=J2666+K2666+L2666+M2666+N2666,=O2666+P2666,=((Q2666/(R2666+R2665)))*100,,0,PDFBOX-1675,"[]"
2014-12-16,2666,ecc510cd88f6438c32b51f192e512e443c5f79f5,4174fab76ac25851b30ebb25f5696eb7936e93b3,"[]","[]","[]","[]","[]",0,0,0,0,0,83,432,=J2667+K2667+L2667+M2667+N2667,=O2667+P2667,=((Q2667/(R2667+R2666)))*100,,0,PDFBOX-1675,"[]"
2014-12-16,2667,f8cfad2c88fdcf189e5335d2a1aaa8336922caa8,ecc510cd88f6438c32b51f192e512e443c5f79f5,"[]","[]","[]","[]","[]",0,0,0,0,0,83,432,=J2668+K2668+L2668+M2668+N2668,=O2668+P2668,=((Q2668/(R2668+R2667)))*100,,0,PDFBOX-2421,"[]"
2014-12-16,2668,d6fa135c1586abfd9d71f3ce45c588e79c75ed66,f8cfad2c88fdcf189e5335d2a1aaa8336922caa8,"[]","[]","[]","[]","[]",0,0,0,0,0,83,432,=J2669+K2669+L2669+M2669+N2669,=O2669+P2669,=((Q2669/(R2669+R2668)))*100,,0,PDFBOX-2516,"[]"
2014-12-16,2669,73d91c7636ef0d4177a3fabe1fb50e580cdb869b,d6fa135c1586abfd9d71f3ce45c588e79c75ed66,"[]","[]","[]","[]","[]",0,0,0,0,0,83,432,=J2670+K2670+L2670+M2670+N2670,=O2670+P2670,=((Q2670/(R2670+R2669)))*100,,0,PDFBOX-2560,"[]"
2014-12-16,2670,3678bcb60013243cf0d9d94086db66a23c033d68,73d91c7636ef0d4177a3fabe1fb50e580cdb869b,"[]","[]","[]","[]","[]",0,0,0,0,0,83,432,=J2671+K2671+L2671+M2671+N2671,=O2671+P2671,=((Q2671/(R2671+R2670)))*100,,0,PDFBOX-2560,"[]"
2014-12-16,2671,4d7c1a1c9f8489ddab502c1ef4470890dbc9ce61,3678bcb60013243cf0d9d94086db66a23c033d68,"[]","[]","[]","[]","[]",0,0,0,0,0,83,432,=J2672+K2672+L2672+M2672+N2672,=O2672+P2672,=((Q2672/(R2672+R2671)))*100,,0,PDFBOX-2566,"[]"
2014-12-16,2672,0e94dbf753def48349f810331d6eb8fc522d98b2,4d7c1a1c9f8489ddab502c1ef4470890dbc9ce61,"[]","[]","[]","[]","[]",0,0,0,0,0,83,432,=J2673+K2673+L2673+M2673+N2673,=O2673+P2673,=((Q2673/(R2673+R2672)))*100,,0,PDFBOX-2448,"[]"
2014-12-16,2673,4ef2bce63eb3458fb3f242f7af95637938b6de33,0e94dbf753def48349f810331d6eb8fc522d98b2,"[]","[]","[]","[]","[]",0,0,0,0,0,83,432,=J2674+K2674+L2674+M2674+N2674,=O2674+P2674,=((Q2674/(R2674+R2673)))*100,,0,PDFBOX-2516,"[]"
2014-12-16,2674,73572d815421569d758349dacad80767d86553b2,4ef2bce63eb3458fb3f242f7af95637938b6de33,"[]","[]","[]","[]","[]",0,0,0,0,0,83,432,=J2675+K2675+L2675+M2675+N2675,=O2675+P2675,=((Q2675/(R2675+R2674)))*100,,0,PDFBOX-2516,"[]"
